,price,bed,bath,acre_lot,city,zip_code,house_size,sold_date
29831,1249000.0,3.0,4.0,1.4,Wilbraham,1095.0,4936.0,2009-05-15
29833,169900.0,4.0,2.0,0.08,Ware,1082.0,1884.0,2000-10-25
29836,899900.0,3.0,3.0,14.88,Westminster,1473.0,4342.0,1999-02-08
29841,465000.0,3.0,3.0,1.2,Palmer,1069.0,2370.0,2005-12-13
29861,229900.0,5.0,4.0,0.16,Ware,1082.0,4341.0,2006-05-04
29862,315000.0,2.0,1.0,1.3,Westminster,1473.0,895.0,2010-11-01
29864,300000.0,3.0,1.0,3.06,Oakham,1068.0,864.0,2002-04-12
29879,179999.0,4.0,2.0,0.05,Ware,1082.0,3396.0,2005-06-27
29904,205000.0,4.0,2.0,0.35,Ware,1082.0,1965.0,2004-07-09
29906,234900.0,4.0,1.0,0.85,Ware,1082.0,1921.0,2005-06-17
29916,329900.0,3.0,2.0,0.62,West Brookfield,1585.0,1650.0,1999-04-16
29917,189000.0,4.0,2.0,0.15,Palmer,1069.0,1922.0,2021-09-20
29918,399000.0,4.0,2.0,3.25,Ware,1082.0,2200.0,1991-05-08
29922,335000.0,8.0,3.0,0.39,Palmer,1069.0,4841.0,2015-05-11
29924,1150000.0,5.0,4.0,1.99,Wilbraham,1095.0,6011.0,2007-10-19
29925,475000.0,4.0,3.0,0.9,Wilbraham,1095.0,2507.0,2005-08-01
29937,289900.0,6.0,2.0,0.56,West Brookfield,1585.0,2976.0,1998-07-28
29939,799900.0,3.0,3.0,0.14,West Brookfield,1585.0,2600.0,2005-07-29
29940,369900.0,2.0,1.0,0.32,North Brookfield,1535.0,915.0,2006-09-01
30029,490000.0,3.0,2.0,1.3,Hancock,1237.0,1888.0,2009-05-15
30121,179900.0,4.0,1.0,0.24,Pittsfield,1201.0,1350.0,1996-01-31
30131,219900.0,4.0,3.0,0.29,Pittsfield,1201.0,2511.0,2008-06-09
30236,579900.0,1.0,4.0,4.2,Williamstown,1267.0,9800.0,1992-09-30
30250,149900.0,3.0,2.0,0.08,Pittsfield,1201.0,1120.0,2001-08-30
30264,217900.0,2.0,1.0,0.18,Pittsfield,1201.0,1040.0,2007-11-28
30267,139900.0,8.0,2.0,0.26,Pittsfield,1201.0,2016.0,1987-12-03
30272,119900.0,5.0,2.0,0.24,North Adams,1247.0,2623.0,2004-01-23
30284,165000.0,3.0,2.0,0.21,Pittsfield,1201.0,1230.0,2008-08-11
30293,149900.0,3.0,2.0,0.08,North Adams,1247.0,1950.0,2004-07-30
30314,59900.0,3.0,1.0,0.32,Pittsfield,1201.0,1105.0,1987-08-27
30349,285000.0,6.0,3.0,0.26,Pittsfield,1201.0,2800.0,2007-06-12
30382,549000.0,4.0,2.0,0.41,Williamstown,1267.0,1545.0,2006-04-07
30420,315000.0,2.0,2.0,3.8,Clarksburg,1247.0,1215.0,1996-07-12
30429,589900.0,4.0,3.0,0.76,Pittsfield,1201.0,2582.0,2009-05-22
30475,700000.0,4.0,3.0,0.45,Williamstown,1267.0,2822.0,2005-08-01
30491,159900.0,4.0,2.0,0.22,Pittsfield,1201.0,1870.0,2002-01-04
30504,3200000.0,4.0,6.0,34.0,Williamstown,1267.0,7289.0,1999-11-12
30510,175000.0,6.0,4.0,0.22,Pittsfield,1201.0,2448.0,2002-08-12
30532,119900.0,3.0,2.0,0.17,Pittsfield,1201.0,1144.0,2007-09-06
30558,159000.0,2.0,2.0,0.18,Pittsfield,1201.0,1455.0,1986-01-31
30570,126000.0,3.0,1.0,2.8,Clarksburg,1247.0,1520.0,2009-02-17
30571,213900.0,4.0,2.0,0.18,Pittsfield,1201.0,2023.0,2007-06-22
30612,229000.0,3.0,1.0,0.11,North Adams,1247.0,1548.0,1995-06-15
30618,599000.0,4.0,4.0,3.34,Lee,1238.0,3381.0,2008-07-28
30683,784900.0,6.0,2.0,0.16,Pittsfield,1201.0,2220.0,2008-06-23
30687,275000.0,8.0,4.0,0.42,Pittsfield,1201.0,3752.0,2003-03-25
30692,249900.0,4.0,2.0,0.93,Clarksburg,1247.0,1404.0,2009-02-25
30694,59900.0,2.0,1.0,1.0,Clarksburg,1247.0,672.0,1999-02-01
30735,699900.0,5.0,3.0,0.51,Pittsfield,1201.0,5023.0,1987-10-19
30765,359900.0,3.0,2.0,0.41,Williamstown,1267.0,1684.0,2001-10-05
30814,299900.0,5.0,4.0,0.16,Pittsfield,1201.0,3071.0,2004-10-01
30818,49999.0,4.0,2.0,0.1,North Adams,1247.0,1822.0,2000-06-12
30830,289500.0,3.0,2.0,0.18,Pittsfield,1201.0,1750.0,1978-12-01
30836,375000.0,5.0,2.0,0.6,Westfield,1085.0,2700.0,2007-07-16
30842,389000.0,5.0,2.0,0.2,Pittsfield,1201.0,2304.0,1993-12-03
30860,259799.0,4.0,2.0,0.27,Springfield,1119.0,2104.0,1999-02-12
30903,307900.0,3.0,2.0,1.1,Hampden,1036.0,1905.0,2000-05-15
30956,229900.0,4.0,2.0,0.13,Springfield,1151.0,1644.0,1987-06-20
31040,289900.0,4.0,1.0,0.24,Ludlow,1056.0,1173.0,2017-07-14
31082,249900.0,3.0,2.0,0.55,Springfield,1151.0,1365.0,1979-10-20
31090,198000.0,3.0,1.0,0.23,Springfield,1129.0,876.0,2019-08-01
31094,364999.0,3.0,3.0,0.17,Springfield,1118.0,1576.0,2000-08-25
31115,599000.0,3.0,3.0,3.11,Wilbraham,1095.0,2275.0,2021-06-18
31121,465000.0,3.0,3.0,2.04,Monson,1057.0,2775.0,2019-12-02
31201,350000.0,6.0,3.0,0.36,Springfield,1151.0,3048.0,1993-12-30
31302,199900.0,2.0,1.0,0.14,Springfield,1118.0,1024.0,2004-06-14
31306,244900.0,3.0,2.0,0.16,Springfield,1108.0,1181.0,2021-06-15
31307,429900.0,4.0,4.0,0.44,Springfield,1128.0,2032.0,2010-03-19
31326,219900.0,3.0,2.0,0.11,Springfield,1109.0,1056.0,1998-07-29
31328,270000.0,3.0,1.0,0.23,Springfield,1118.0,1234.0,2017-02-24
31332,239999.0,4.0,2.0,0.13,Springfield,1108.0,1690.0,1986-05-20
31339,259900.0,3.0,1.0,0.26,Springfield,1129.0,1103.0,1986-11-20
31345,299000.0,3.0,2.0,0.14,Springfield,1151.0,1799.0,2021-12-14
31392,315000.0,4.0,2.0,0.23,Ludlow,1056.0,1420.0,1988-09-21
31410,339900.0,3.0,2.0,0.5,Springfield,1128.0,1520.0,1985-02-20
31413,269900.0,3.0,1.0,0.73,Palmer,1069.0,1250.0,1987-06-12
31420,435000.0,4.0,3.0,0.22,Springfield,1118.0,2734.0,2013-01-28
31426,279900.0,4.0,2.0,0.18,Springfield,1119.0,1596.0,2005-09-16
31429,219900.0,3.0,1.0,0.17,Springfield,1109.0,1085.0,2022-01-21
31448,465000.0,4.0,4.0,5.29,Wilbraham,1095.0,5042.0,2009-06-18
31450,199000.0,1.0,1.0,1.63,Wilbraham,1095.0,996.0,1996-11-04
31451,130000.0,2.0,1.0,0.11,Springfield,1119.0,744.0,1999-02-25
31457,999900.0,5.0,6.0,8.0,Monson,1057.0,6900.0,2017-07-24
31503,279900.0,5.0,3.0,0.12,Springfield,1119.0,1782.0,2010-09-28
31506,269900.0,3.0,2.0,0.11,Springfield,1108.0,1542.0,2003-10-10
31507,265000.0,3.0,2.0,0.23,Springfield,1118.0,1369.0,1996-05-23
31518,250000.0,3.0,2.0,0.11,Springfield,1108.0,1586.0,2020-11-05
31527,299000.0,3.0,2.0,0.18,Springfield,1118.0,1392.0,2006-04-07
31548,279900.0,3.0,2.0,0.4,West Springfield,1089.0,1322.0,1995-01-20
31555,139000.0,3.0,1.0,0.1,Springfield,1109.0,1428.0,2003-12-01
31556,569000.0,4.0,3.0,1.1,Wilbraham,1095.0,2628.0,2007-06-22
31559,239000.0,2.0,1.0,0.19,Springfield,1118.0,1024.0,2016-02-26
31560,324900.0,4.0,1.0,0.23,Ludlow,1056.0,1740.0,2005-10-31
31564,239900.0,4.0,1.0,0.28,Springfield,1104.0,1200.0,2009-11-23
31570,674900.0,3.0,3.0,0.69,Longmeadow,1106.0,3704.0,1997-10-08
31575,799900.0,3.0,3.0,2.9,Monson,1057.0,2700.0,2008-10-20
31593,650000.0,4.0,3.0,2.52,Wilbraham,1095.0,2960.0,2005-10-05
31594,285000.0,5.0,2.0,0.13,Springfield,1108.0,2652.0,2013-04-12
31602,249900.0,3.0,1.0,0.22,Springfield,1129.0,1040.0,2005-05-24
31603,250000.0,3.0,1.0,0.41,Springfield,1118.0,1100.0,2000-06-30
31605,350000.0,3.0,2.0,0.64,Wilbraham,1095.0,1826.0,2007-07-02
31608,275000.0,3.0,1.0,0.32,Springfield,1119.0,1082.0,2016-12-21
31612,649900.0,4.0,4.0,0.69,Longmeadow,1106.0,3562.0,1993-05-27
31618,239900.0,3.0,3.0,2.0,Monson,1057.0,2934.0,2005-09-30
31621,259900.0,3.0,2.0,0.17,Springfield,1118.0,1442.0,2012-08-03
31625,449000.0,5.0,3.0,0.75,Hampden,1036.0,2996.0,2017-08-25
31626,199999.0,4.0,2.0,0.06,Springfield,1105.0,1194.0,1992-04-17
31630,399900.0,5.0,3.0,1.73,Hampden,1036.0,2354.0,1987-12-30
31637,309900.0,3.0,2.0,0.21,Springfield,1118.0,1508.0,2017-09-01
31641,400000.0,3.0,2.0,0.92,Wilbraham,1095.0,1840.0,2013-04-26
31658,250000.0,4.0,4.0,0.25,Palmer,1069.0,2492.0,2005-10-11
32020,299999.0,6.0,2.0,0.14,Springfield,1109.0,2580.0,1992-09-03
32025,259900.0,4.0,1.0,0.17,Westfield,1085.0,1454.0,2012-03-12
32030,399900.0,3.0,2.0,0.55,Westfield,1085.0,1728.0,2019-07-31
32431,975000.0,3.0,1.0,38.88,Orange,1364.0,3187.0,1987-02-11
32480,50000.0,2.0,2.0,0.29,Wales,1081.0,712.0,2002-07-31
32522,100000.0,3.0,2.0,0.25,Wales,1081.0,1820.0,2019-11-27
32712,179900.0,1.0,1.0,0.5,Templeton,1436.0,620.0,2002-08-30
32733,69900.0,2.0,1.0,0.05,Athol,1331.0,896.0,1999-03-05
32893,290000.0,3.0,1.0,1.3,Monson,1057.0,1674.0,2018-08-08
32910,299000.0,6.0,2.0,0.16,Athol,1331.0,3500.0,2008-04-22
33010,259900.0,2.0,2.0,0.56,Athol,1331.0,1296.0,2003-06-23
33045,314900.0,4.0,4.0,0.22,Athol,1331.0,2954.0,2007-02-14
33168,477000.0,4.0,2.0,3.5,Royalston,1368.0,3200.0,1996-02-16
33174,499900.0,3.0,3.0,3.04,Templeton,1468.0,1632.0,1998-05-15
33190,225000.0,5.0,3.0,0.24,Athol,1331.0,2314.0,2008-11-05
33240,269900.0,3.0,3.0,0.17,Warren,1092.0,1400.0,2021-06-16
33283,289000.0,8.0,2.0,0.1,West Brookfield,1585.0,2332.0,2006-01-31
33299,299000.0,5.0,2.0,0.68,Athol,1331.0,2294.0,1985-10-01
33300,949000.0,6.0,3.0,8.11,Phillipston,1331.0,4197.0,2004-05-12
33319,249900.0,2.0,1.0,0.21,Athol,1331.0,988.0,2003-09-26
33392,285000.0,2.0,1.0,0.44,East Brookfield,1515.0,1200.0,2005-11-03
33705,379999.0,3.0,2.0,0.67,Auburn,1501.0,1700.0,2003-08-18
33735,389000.0,4.0,3.0,0.23,Pittsfield,1201.0,1920.0,1982-12-01
33995,369000.0,6.0,4.0,8.53,Colrain,1340.0,4280.0,2005-03-15
34545,75000.0,4.0,2.0,0.32,Colrain,1340.0,3780.0,1998-12-11
34672,139900.0,2.0,1.0,0.1,Rutland,1543.0,824.0,2007-07-23
34673,230000.0,7.0,3.0,0.08,Spencer,1562.0,2400.0,2001-05-10
34674,215000.0,2.0,1.0,0.19,Templeton,1468.0,609.0,2006-08-10
34675,349000.0,6.0,3.0,0.12,Gardner,1440.0,4155.0,2000-12-08
34687,1495000.0,15.0,9.0,0.19,Worcester,1604.0,14532.0,2004-04-27
34692,290000.0,2.0,1.0,1.05,Charlton,1507.0,1768.0,2005-08-30
34700,950000.0,4.0,5.0,1.44,Spencer,1562.0,4701.0,2001-07-17
34708,448999.0,4.0,2.0,0.23,Worcester,1602.0,2016.0,1999-09-24
34710,779800.0,3.0,3.0,10.88,Auburn,1501.0,2498.0,2002-03-15
34715,465000.0,3.0,2.0,1.38,Oxford,1540.0,1568.0,1992-06-30
34726,214200.0,3.0,2.0,0.12,Worcester,1604.0,1225.0,2006-08-29
34728,495000.0,4.0,3.0,1.08,Millbury,1527.0,2771.0,2005-01-31
34735,600000.0,4.0,2.0,1.84,Sutton,1590.0,3590.0,1987-09-01
34740,310000.0,3.0,2.0,0.05,Worcester,1610.0,1568.0,2009-11-16
34747,320000.0,9.0,2.0,0.3,Spencer,1562.0,2634.0,1998-08-31
34749,349000.0,5.0,2.0,0.07,Worcester,1605.0,2074.0,2007-08-10
34762,399000.0,7.0,3.0,0.4,Spencer,1562.0,4208.0,2005-08-19
34764,374900.0,3.0,2.0,0.29,Worcester,1603.0,1575.0,2008-03-07
34769,289000.0,3.0,1.0,0.23,Worcester,1605.0,1036.0,2005-06-07
34772,799900.0,3.0,4.0,2.01,Spencer,1562.0,3468.0,2002-10-08
34774,420000.0,3.0,2.0,1.4,Auburn,1501.0,1664.0,1999-06-23
34776,399000.0,8.0,2.0,0.69,Gardner,1440.0,2300.0,1994-06-03
34780,260000.0,3.0,1.0,0.09,Worcester,1610.0,1235.0,2005-09-08
34784,499000.0,3.0,3.0,0.19,Worcester,1606.0,1804.0,2005-11-30
34786,394900.0,4.0,2.0,0.15,Worcester,1602.0,1500.0,2007-06-18
34787,350000.0,3.0,2.0,0.21,Worcester,1602.0,1712.0,1990-12-07
34795,524900.0,8.0,4.0,0.1,Worcester,1610.0,3678.0,1993-03-08
34798,444900.0,4.0,2.0,0.11,Worcester,1605.0,1976.0,1995-02-01
34799,390000.0,4.0,3.0,0.18,Worcester,1606.0,1440.0,1998-04-03
34807,197500.0,3.0,2.0,0.13,Spencer,1562.0,1872.0,2008-07-24
34812,565000.0,4.0,3.0,1.32,Sturbridge,1566.0,2208.0,2007-02-27
34815,399000.0,4.0,3.0,0.36,Worcester,1602.0,2133.0,2003-07-01
34817,749000.0,4.0,3.0,2.41,Sutton,1590.0,3480.0,2001-04-27
34820,650000.0,3.0,2.0,0.54,Worcester,1607.0,1536.0,2006-12-14
34825,249900.0,4.0,1.0,0.12,Worcester,1607.0,1248.0,2003-02-14
34835,640000.0,7.0,3.0,0.37,Worcester,1605.0,2320.0,1999-11-01
34836,389900.0,3.0,2.0,0.15,Worcester,1604.0,1745.0,2009-11-04
34837,449900.0,3.0,3.0,0.05,Worcester,1604.0,1824.0,2007-07-10
34847,169900.0,3.0,1.0,0.53,Grafton,1560.0,800.0,2019-04-18
34848,379000.0,3.0,2.0,1.19,Templeton,1468.0,1940.0,2010-10-06
34850,209900.0,3.0,1.0,0.18,Auburn,1501.0,840.0,1999-08-24
34851,99000.0,2.0,1.0,0.09,Gardner,1440.0,663.0,1995-08-10
34854,359900.0,3.0,1.0,0.53,Holden,1520.0,1198.0,1996-10-24
34857,324900.0,3.0,2.0,0.46,Gardner,1440.0,1436.0,1988-01-28
34860,950000.0,3.0,4.0,1.06,Spencer,1562.0,4600.0,1992-12-01
34862,399900.0,4.0,2.0,0.23,Worcester,1604.0,1768.0,2004-07-01
34865,525000.0,4.0,3.0,0.51,Worcester,1609.0,3040.0,1996-08-26
34866,259000.0,2.0,1.0,0.13,Worcester,1602.0,1345.0,2000-02-16
34867,550000.0,9.0,3.0,0.34,Auburn,1501.0,3882.0,2007-01-16
34868,300000.0,3.0,1.0,0.52,Auburn,1501.0,1158.0,1999-09-08
34871,315000.0,3.0,1.0,0.21,Leicester,1524.0,960.0,2004-05-27
34875,629900.0,9.0,3.0,0.16,Worcester,1610.0,4077.0,2000-05-11
34876,549000.0,3.0,3.0,0.29,Worcester,1609.0,2080.0,2007-03-07
34878,349900.0,2.0,1.0,0.34,Auburn,1501.0,1075.0,1999-06-07
34879,499000.0,12.0,2.0,0.14,Worcester,1605.0,3160.0,2007-02-08
34881,299000.0,3.0,2.0,0.12,Worcester,1604.0,1332.0,2000-09-11
34882,274865.0,3.0,2.0,0.16,Worcester,1604.0,1151.0,2001-08-29
34887,180000.0,3.0,2.0,0.86,Spencer,1562.0,1521.0,2003-01-07
34892,299900.0,3.0,3.0,0.1,Worcester,1604.0,2094.0,1992-12-29
34893,210000.0,4.0,2.0,0.07,Spencer,1562.0,1632.0,1995-06-21
34898,399900.0,3.0,2.0,0.23,Holden,1520.0,1125.0,1988-09-30
34900,748000.0,4.0,3.0,2.42,Spencer,1562.0,2416.0,2006-01-19
34902,394999.0,3.0,2.0,0.69,Worcester,1609.0,1243.0,1995-03-23
34903,329000.0,4.0,2.0,0.2,Worcester,1604.0,1208.0,2009-10-19
34904,400000.0,6.0,2.0,0.63,Oxford,1540.0,1684.0,2009-09-09
34906,450000.0,6.0,3.0,0.06,Worcester,1603.0,3075.0,2017-08-01
34909,575000.0,5.0,3.0,0.46,Holden,1520.0,2200.0,2003-04-30
34911,393000.0,3.0,2.0,0.2,Auburn,1501.0,1201.0,2007-08-24
34913,329900.0,2.0,2.0,0.09,Worcester,1604.0,768.0,2020-01-16
34917,650000.0,10.0,4.0,0.11,Worcester,1604.0,3290.0,2006-05-25
34918,995000.0,5.0,3.0,0.49,Shrewsbury,1545.0,2858.0,2004-07-02
34924,350000.0,4.0,2.0,0.1,Worcester,1607.0,1450.0,2008-02-29
34931,169900.0,3.0,1.0,0.29,Gardner,1440.0,1344.0,2003-09-02
34932,395000.0,3.0,2.0,1.5,Paxton,1612.0,1549.0,2002-05-28
34936,799000.0,4.0,4.0,6.2,Princeton,1541.0,3408.0,2005-06-03
34939,650000.0,4.0,4.0,1.34,Leicester,1524.0,3524.0,2001-10-11
34941,329900.0,2.0,1.0,0.29,Rutland,1543.0,1116.0,1998-07-29
34942,289900.0,2.0,1.0,0.23,Sutton,1590.0,960.0,2002-10-15
34943,299900.0,2.0,1.0,0.11,Worcester,1606.0,932.0,2004-08-16
34946,425000.0,3.0,3.0,0.27,Worcester,1606.0,2138.0,2009-05-01
34947,429999.0,3.0,2.0,0.48,Worcester,1603.0,1208.0,2002-11-01
34949,419900.0,4.0,2.0,0.22,Worcester,1602.0,1568.0,2004-03-26
34950,439900.0,4.0,2.0,0.22,Auburn,1501.0,2051.0,2008-02-28
34953,550000.0,9.0,3.0,0.09,Worcester,1604.0,4353.0,2014-12-16
34955,354900.0,4.0,2.0,0.13,Worcester,1606.0,1480.0,2000-05-25
34957,539000.0,5.0,4.0,0.17,Worcester,1604.0,2724.0,2001-02-23
34959,520000.0,6.0,4.0,0.1,Worcester,1610.0,2856.0,2004-12-06
34963,700000.0,7.0,4.0,0.28,Auburn,1501.0,2760.0,1986-01-29
34964,445900.0,4.0,2.0,0.19,Worcester,1606.0,1655.0,2000-05-19
34965,499900.0,6.0,3.0,0.56,Worcester,1602.0,1734.0,2000-01-07
34968,335000.0,2.0,2.0,0.22,Worcester,1602.0,1092.0,1985-10-30
34973,425000.0,3.0,2.0,0.38,Rutland,1543.0,2050.0,1987-12-11
34976,290000.0,3.0,1.0,0.2,Charlton,1507.0,1127.0,2003-12-22
34977,265000.0,1.0,1.0,0.26,Leicester,1524.0,840.0,2001-09-26
34978,312000.0,3.0,2.0,0.4,Gardner,1440.0,1274.0,1997-09-03
34979,389900.0,4.0,3.0,0.34,Worcester,1602.0,2250.0,2000-08-11
34980,475000.0,3.0,3.0,0.46,Paxton,1612.0,1823.0,2009-07-27
34982,565000.0,3.0,3.0,0.97,Charlton,1507.0,2592.0,1993-04-15
34983,449900.0,3.0,2.0,0.17,Worcester,1605.0,2121.0,2005-09-01
34984,375000.0,3.0,2.0,0.11,Worcester,1603.0,1658.0,2001-06-29
34985,330000.0,3.0,2.0,0.23,Templeton,1468.0,1472.0,2012-07-27
34986,399900.0,4.0,3.0,0.59,Oxford,1540.0,1956.0,1992-08-28
34988,459900.0,3.0,3.0,0.39,Holden,1520.0,1644.0,2008-08-15
34994,579900.0,7.0,3.0,0.17,Worcester,1604.0,4103.0,2006-07-31
34996,334900.0,3.0,2.0,0.13,Worcester,1606.0,1261.0,2002-10-01
34997,549900.0,9.0,3.0,0.14,Worcester,1604.0,4204.0,2006-04-28
35002,310000.0,3.0,1.0,0.22,Gardner,1440.0,1384.0,2007-10-30
35007,435000.0,3.0,2.0,0.22,Worcester,1609.0,1552.0,2007-03-12
35535,1125000.0,5.0,5.0,2.0,Bernardston,1337.0,4500.0,2005-08-11
35570,274900.0,3.0,2.0,0.34,Athol,1331.0,1520.0,2009-04-13
35598,259900.0,5.0,2.0,0.15,Athol,1331.0,2406.0,2008-04-14
36627,314458.0,3.0,2.0,0.25,Springfield,1109.0,1300.0,1978-04-20
37675,615000.0,4.0,3.0,0.53,Sturbridge,1518.0,2224.0,2008-06-20
37711,474900.0,3.0,3.0,1.22,Sturbridge,1566.0,1800.0,1987-12-02
37748,589000.0,2.0,2.0,0.69,Sturbridge,1518.0,1297.0,1997-06-30
37907,135000.0,2.0,2.0,0.28,Holland,1521.0,600.0,2008-09-30
39081,349987.0,3.0,1.0,20.32,Wales,1081.0,1080.0,2003-11-13
39106,170000.0,2.0,1.0,0.11,Springfield,1119.0,776.0,1998-07-30
39110,599900.0,3.0,3.0,2.68,Sturbridge,1518.0,2300.0,1992-12-29
39112,379900.0,3.0,2.0,1.18,Southbridge,1550.0,2007.0,2002-08-28
39113,359900.0,4.0,2.0,0.32,Southbridge,1550.0,1927.0,1994-08-31
39599,494900.0,3.0,2.0,0.12,Holland,1521.0,1074.0,1991-08-22
39773,175000.0,3.0,2.0,0.36,Southbridge,1550.0,2300.0,1994-05-16
39808,399999.0,4.0,2.0,0.5,Southbridge,1550.0,2709.0,1987-06-11
39963,584900.0,4.0,3.0,1.1,Sturbridge,1518.0,2590.0,2003-09-11
40688,469900.0,3.0,3.0,1.03,Dudley,1571.0,2400.0,2005-11-04
42918,409990.0,4.0,2.0,0.52,Dudley,1571.0,2980.0,2000-06-30
43094,450000.0,4.0,3.0,0.27,Webster,1570.0,2233.0,2003-09-18
43234,599900.0,5.0,4.0,1.53,Webster,1570.0,4024.0,1988-05-13
43258,324900.0,3.0,1.0,0.21,Dudley,1571.0,1008.0,2006-05-31
44640,350000.0,4.0,1.0,4.0,Winchendon,1475.0,2442.0,2002-08-20
52541,429900.0,4.0,2.0,0.68,Lee,1238.0,1626.0,2009-08-28
52545,799900.0,3.0,2.0,16.11,Lenox,1240.0,1858.0,2001-07-13
52756,490000.0,3.0,2.0,1.92,Lenox,1240.0,2211.0,1990-08-30
52764,419000.0,4.0,2.0,1.16,Lee,1238.0,1851.0,2009-07-31
52766,675000.0,4.0,3.0,5.13,Lenox,1240.0,2484.0,2002-07-03
54170,279999.0,3.0,1.0,0.4,Pittsfield,1201.0,1719.0,2007-10-05
54179,499900.0,4.0,3.0,0.49,Pittsfield,1201.0,2280.0,1998-08-13
54188,299900.0,3.0,2.0,0.44,Pittsfield,1201.0,1464.0,1983-11-01
54196,629900.0,3.0,3.0,0.48,Pittsfield,1201.0,2418.0,2012-09-07
54249,1049000.0,3.0,3.0,3.1,New Marlborough,1259.0,2534.0,2008-01-18
54250,175000.0,4.0,1.0,0.13,Great Barrington,1230.0,1554.0,1997-10-31
54269,420000.0,2.0,1.0,0.27,Great Barrington,1230.0,2016.0,1997-01-08
54279,549000.0,3.0,2.0,0.01,Great Barrington,1230.0,1464.0,2012-10-12
54284,2750000.0,5.0,3.0,19.85,Great Barrington,1230.0,7000.0,2005-08-29
54409,285000.0,2.0,1.0,0.63,West Stockbridge,1266.0,720.0,2006-08-10
54431,475000.0,3.0,2.0,2.1,Stockbridge,1262.0,1430.0,2018-05-31
54444,550000.0,2.0,1.0,0.3,Egremont,1230.0,1364.0,2021-09-30
54447,2500000.0,6.0,5.0,0.69,Lee,1238.0,7000.0,1991-12-30
54453,429000.0,3.0,1.0,1.52,Great Barrington,1230.0,1458.0,1998-03-17
54462,625000.0,3.0,2.0,2.0,Alford,1230.0,2328.0,2003-07-25
54474,499000.0,4.0,2.0,0.26,Great Barrington,1230.0,2038.0,2012-02-10
54481,1735000.0,4.0,4.0,2.8,Great Barrington,1230.0,3340.0,2004-11-30
54483,1299000.0,5.0,6.0,3.0,Egremont,1230.0,3382.0,2004-07-15
54569,398900.0,7.0,7.0,0.9,Hancock,1237.0,5103.0,1998-07-08
54611,2150000.0,15.0,15.0,5.4,Lee,1238.0,15885.0,1999-04-30
54612,399000.0,4.0,2.0,0.23,Lee,1238.0,2900.0,1989-09-22
54963,369000.0,2.0,2.0,0.84,Great Barrington,1230.0,1852.0,2008-07-25
54976,585000.0,5.0,3.0,4.0,Egremont,1230.0,3488.0,1997-09-05
54977,350000.0,2.0,1.0,0.48,Egremont,1230.0,1048.0,2002-09-10
55404,299900.0,2.0,1.0,2.57,Pittsfield,1201.0,1593.0,1993-03-17
55706,1950000.0,5.0,5.0,22.17,West Stockbridge,1266.0,5824.0,1996-01-05
55785,498000.0,3.0,2.0,0.43,West Stockbridge,1266.0,1255.0,2009-08-18
55798,569000.0,3.0,2.0,8.26,West Stockbridge,1266.0,1984.0,1994-01-03
55804,1195000.0,4.0,4.0,10.1,Stockbridge,1262.0,4282.0,1998-04-23
55824,469000.0,3.0,2.0,11.7,Alford,1266.0,1543.0,2003-07-09
55842,3495000.0,7.0,4.0,36.9,Mount Washington,1258.0,3908.0,2010-10-29
55890,2990000.0,4.0,3.0,9.75,Mount Washington,1258.0,4600.0,1998-03-02
55891,1175000.0,3.0,3.0,4.33,Alford,1266.0,1956.0,2005-08-29
56009,1500000.0,2.0,2.0,18.7,Alford,1266.0,1968.0,2002-09-27
56046,950000.0,3.0,3.0,2.23,Stockbridge,1262.0,2456.0,1996-11-01
56062,459000.0,5.0,2.0,0.29,Pittsfield,1201.0,2170.0,1992-11-16
56071,449000.0,4.0,3.0,5.15,Stockbridge,1262.0,2600.0,1998-12-11
68170,415000.0,5.0,3.0,0.28,Winchendon,1475.0,2906.0,2005-04-29
68242,349900.0,3.0,2.0,0.17,Winchendon,1475.0,1320.0,2003-02-21
68508,140000.0,3.0,3.0,0.39,Winchendon,1475.0,2643.0,2005-03-16
68773,524900.0,4.0,3.0,3.64,Winchendon,1475.0,2900.0,2000-03-31
72116,449900.0,4.0,2.0,5.45,Princeton,1541.0,1988.0,1988-11-21
72133,199000.0,2.0,1.0,0.2,Gardner,1440.0,1206.0,2002-11-15
72389,549900.0,5.0,4.0,1.6,Ashby,1431.0,3574.0,1985-06-01
72390,269000.0,3.0,2.0,1.85,Ashby,1431.0,1762.0,2003-10-15
72394,439000.0,4.0,3.0,1.86,Ashby,1431.0,2175.0,2003-09-29
72395,335000.0,2.0,1.0,1.23,Ashby,1431.0,1198.0,2001-03-20
72401,579900.0,7.0,4.0,0.33,Ayer,1432.0,2757.0,2008-07-28
72403,995000.0,4.0,4.0,0.49,Ayer,1432.0,3684.0,2008-02-15
72416,949000.0,5.0,5.0,0.68,Hudson,1749.0,3996.0,2003-01-31
72713,119900.0,3.0,2.0,0.04,Fitchburg,1420.0,1423.0,2004-07-02
72714,299900.0,7.0,5.0,0.38,Fitchburg,1420.0,4854.0,2008-08-29
72892,499900.0,3.0,1.0,0.83,Winchendon,1475.0,1228.0,2008-03-28
72914,239900.0,3.0,1.0,0.82,Ashburnham,1430.0,1333.0,2008-05-29
72938,439900.0,3.0,2.0,0.52,Leominster,1453.0,2484.0,2004-03-26
72944,329900.0,4.0,2.0,0.24,Ashburnham,1430.0,2080.0,2000-05-23
72971,339900.0,3.0,2.0,0.92,Gardner,1440.0,1284.0,2006-08-31
